"Source","Target","Weight"
"Boron","Atmospheric pressure","3"
"Boron","Atomic number","10"
"Boron","Atomic ratio","21"
"Boron","Austenite","12"
"Boron","Austenitic stainless steel","2"
"Boron","BF3","2"
"Boron","Bainite","10"
"Boron","Barium","9"
"Boron","Base metal","19"
"Boron","Bentonite","3"
"Boron","Benzhydryl compounds","2"
"Boron","Beryllium","54"
"Boron","Binder (material)","4"
"Boron","Bismuth","81"
"Boron","Boride","4"
"Boron carbide","A roads in Zone 1 of the Great Britain numbering scheme","2"
"Boron carbide","Aluminium alloy","3"
"Boron carbide","Aluminium fluoride","2"
"Boron carbide","Aluminium nitride","13"
"Boron carbide","Aluminium oxide","21"
"Boron carbide","Aluminosilicate","2"
"Boron carbide","Ammonium fluoride","2"
"Boron carbide","Boride","6"
"Boron carbide","Boron","9"
"Boron monoxide","Aluminium oxide","2"
"Boron monoxide","Boron","2"
"Boron monoxide","Boron carbide","2"
"Boron nitride","1,3-Diphenylurea","2"
"Boron nitride","Abnormal grain growth","3"
"Boron nitride","Abrasion (mechanical)","8"
"Boron nitride","Active surface","2"
"Boron nitride","Alkaline earth metal","4"
"Boron nitride","Aluminium alloy","2"
"Boron nitride","Aluminium boride","4"
"Boron nitride","Aluminium nitride","19"
"Boron nitride","Aluminium oxide","38"
"Boron nitride","Aluminium-lithium alloy","4"
"Boron nitride","Aluminosilicate","2"
"Boron nitride","Amorphous solid","2"
"Boron nitride","Anatomical terms of motion","4"
"Boron nitride","Barium fluoride","2"
"Boron nitride","Binder (material)","5"
"Boron nitride","Boric acid","2"
"Boron nitride","Boride","13"
"Boron nitride","Boron","19"
"Boron nitride","Boron carbide","23"
"Boron nitride","Boron monoxide","2"
"Boron oxide","Aluminium fluoride","2"
"Boron oxide","Aluminium oxide","4"
"Boron oxide","Aluminosilicate","2"
"Boron oxide","Ammonium fluoride","2"
"Boron oxide","Amorphous metal","6"
"Boron oxide","Atomic ratio","3"
"Boron oxide","BO3","2"
"Boron oxide","Boride","2"
"Boron oxide","Boron","5"
"Boron oxide","Boron carbide","4"
"Boron oxide","Boron nitride","4"
"Boron tribromide","Argon","2"
"Boron trichloride","Alkali metal","2"
"Boron trichloride","Aluminium chloride","4"
"Boron trichloride","Ammonium chloride","2"
"Boron trichloride","Argon","2"
"Boron trichloride","Borax","2"
"Boron trichloride","Boric acid","2"
"Boron trichloride","Boron oxide","2"
"Boron trichloride","Boron tribromide","2"
"Boron trifluoride","Alkali metal","2"
"Boron trifluoride","Argon","2"
"Boron trifluoride","Boron tribromide","2"
"Boron trifluoride","Boron trichloride","4"
"Boron trioxide","Aluminium oxide","8"
"Boron trioxide","Antimony","2"
"Boron trioxide","Boron","3"
"Boron trioxide","Boron carbide","2"
"Boron trioxide","Boron monoxide","14"
"Boron trioxide","Boron nitride","2"
"Boundary layer","Aluminium alloy","3"
"Boxcar","Bottle","5"
"Bracelet","Ballpoint pen","2"
"Bracelet","Belt buckle","2"
"Brake","Bicycle brake","2"
"Brake pad","Body armor","2"
"Branch","Aluminium alloy","6"
"Brassica juncea","Alfalfa","2"
"Brassica juncea","Barley","2"
"Bridge (graph theory)","Arms industry","3"
"Bridge (graph theory)","Bevel","4"
"Brinell scale","Alloy steel","10"
"Brinell scale","Aluminium alloy","2"
"Briquette","Agglomerate","7"
"Briquette","Alloy steel","4"
"Briquette","Aluminium nitride","2"
"Briquette","Aluminium oxide","9"
"Briquette","Argon oxygen decarburization","2"
"Briquette","Atmosphere of Earth","2"
"Bromide","Acetaldehyde","2"
"Bromide","Acetic acid","7"
"Bromide","Atmospheric pressure","2"
"Bromine","Alloy","2"
"Bromine","Boron","2"
"Brooch","Ballpoint pen","2"
"Brooch","Belt buckle","2"
"Brooch","Bracelet","4"
"Brucite","Ammonium hydroxide","2"
"Brush","Arithmetic","2"
"Bubble (physics)","Argon oxygen decarburization","2"
"Bubble (physics)","Briquette","3"
"Buffer gas","Air mass","2"
"Buffer gas","Blast furnace gas","2"
"Buffering agent","Bicarbonate","2"
"Building insulation materials","Asr prayer","2"
"Building material","Agricultural machinery","2"
"Building material","Alloy","2"
"Bulbous bow","Accident","6"
"Bulbous bow","Addition","3"
"Bulbous bow","Alpha","27"
"Bulbous bow","Alpha value","7"
"Bulbous bow","Baking","3"
"Bulbous bow","Boat","9"
"Bulbous bow","Bow shape","10"
"Bulk cargo","Amorphous carbon","9"
"Bulk cargo","Binder (material)","2"
"Bulk cargo","Blast furnace","7"
"Bulk density","4-Dimethylaminopyridine","2"
"Bulk density","Bentonite","2"
"Bulk movement","Amorphous metal","4"
"Bulldozer","Agricultural machinery","2"
"Bullion","Acid–base reaction","5"
"Bunion","Addition","3"
"Bunion","Anatomical terms of motion","9"
"Bunion","B1","2"
"Bus","Boat","2"
"Busbar","Aluminium alloy","2"
"Business models for open-source software","Biomass","3"
"Butanone","Aqueous solution","2"
"Butyl acetate","Alkoxide","2"
"Butyl group","Acetic acid","3"
"Butyl group","Alkyl","5"
"Butylamine","Aniline","2"
"Butylamine","Aqueous solution","2"
"Butylamine","Benzylamine","2"
"Butyrate","Atomic number","2"
"By-product","Air embolism","2"
"By-product","Alloy","3"
"By-product","Aluminium alloy","2"
"Bypass (road)","Blast furnace gas","2"
"C battery","Alternating current","4"
"C-group","Aluminium alloy","3"
"C-value","Color index","2"
"C/s","Air cooling","4"
"C/s","Annealing temperature","5"
"C/s","Base metal","2"
"C/s","CR2","3"
"C/s","CR3","3"
"C/s","Celsius","18"
"C/s","Chemical composition","3"
"C/s","Corrosion","4"
"C12","C11","4"
"C13","C12","2"
"C15","C14","2"
"C17","C16","2"
"C19","C18","3"
"C21","C11","4"
"C21","C12","4"
"C21","C20","2"
"C22","C11","3"
"C22","C12","3"
"C22","C21","5"
"C24","C12","2"
"C24","C13","2"
"C25","C12","2"
"C25","C13","2"
"C25","C24","3"
"C28","C14","2"
"C28","C15","2"
"C29","C14","2"
"C29","C15","2"
"C29","C28","2"
"C31","C30","2"
"C32","C16","2"
"C32","C17","2"
"C33","C16","2"
"C33","C17","2"
"C33","C32","2"
"C36","C12","2"
"C36","C13","2"
"C36","C14","2"
"C36","C18","3"
"C36","C19","3"
"C36","C24","2"
"C36","C25","2"
"C36","C28","2"
"C37","C18","2"
"C37","C19","2"
"C37","C36","2"
"C40","C20","2"
"C40","C21","2"
"C41","C20","2"
"C41","C21","2"
"C41","C40","3"
"C42","C14","2"
"C42","C15","2"
"C42","C21","2"
"C42","C22","2"
"C42","C28","2"
"C42","C29","2"
"C48","C16","2"
"C48","C17","2"
"C48","C32","2"
"C48","C33","2"
"C54","C18","2"
"C54","C19","2"
"C54","C36","2"
"C54","C37","2"
"C60","C20","2"
"C60","C21","2"
"C60","C40","2"
"C60","C41","2"
"CL4","BL3","4"
"CLIP","Bone fracture","2"
"CLUSTER","Addition","3"
"CLUSTER","Boron","4"
"CM2","Allotropes of carbon","8"
"CM2","Alloy","5"
"CM2","Amorphous carbon","3"
"CM3","CM2","2"
"COL2","BL3","4"
"COL2","CL4","4"
"CONFIG.SYS","Bulbous bow","6"
"CONFIG.SYS","Circumference","3"
"CPU time","Briquette","2"
"CPU time","Bubble (physics)","2"
"CPU time","Causality","2"
"CPU time","Concrete","2"
"CR2","Bainite","2"
"CR3","Bainite","2"
"CR3","CR2","5"
"CR3","Chemical composition","2"
"CaF2","Agglomerate","2"
"CaF2","Alkalinity","2"
"CaF2","Aluminium oxide","4"
"CaF2","BA2","2"
"CaF2","BaSO4","9"
"CaF2","Barium carbonate","5"
"CaF2","Barium chloride","3"
"CaF2","Barium fluoride","9"
"CaF2","Bicarbonate","9"
"Cable harness","Aluminium alloy","15"
"Cable harness","Body Body","4"
"Cadmium","Abelmoschus moschatus","2"
"Cadmium","Abrus precatorius","2"
"Cadmium","Acmella oleracea","2"
"Cadmium","Acorus calamus","2"
"Cadmium","Alkali metal","3"
"Cadmium","Alkaline earth metal","3"
"Cadmium","Alkyl","2"
"Cadmium","Alloy","6"
"Cadmium","Aluminium alloy","2"
"Cadmium","Ammonium hydroxide","2"
"Cadmium","Andrographis paniculata","2"
"Cadmium","Anisomeles malabarica","2"
"Cadmium","Antimony","63"
"Cadmium","Antinomy","2"
"Cadmium","Arsenic","37"
"Cadmium","Asparagus racemosus","2"
"Cadmium","Atomic number","2"
"Cadmium","Auxiliary electrode","5"
"Cadmium","Bacopa monnieri","2"
"Cadmium","Bacterial growth","2"
"Cadmium","Barium","14"
"Cadmium","Barium sulfate","3"
"Cadmium","Base metal","3"
"Cadmium","Benzhydryl compounds","2"
"Cadmium","Beryllium","24"
"Cadmium","Bimetal","2"
"Cadmium","Bismuth","58"
"Cadmium","Boron","29"
"Cadmium hydroxide","Auxiliary electrode","5"
"Cadmium hydroxide","Cadmium","4"
"Cadmium sulfide","Cadmium selenide","2"
"Cadmium telluride","Alkali","2"
"Cadmium telluride","Auxiliary electrode","8"
"Cadmium telluride","Cadmium","3"
"Cadmium telluride","Cadmium selenide","2"
"Cadmium telluride","Cadmium sulfide","2"
"Cadmium telluride photovoltaics","Cadmium","5"
"Cadmium telluride photovoltaics","Cadmium telluride","3"
"Caesium","Addition","2"
"Caesium","Aluminium oxide","2"
"Caesium","Antimony","5"
"Caesium","Arsenic","4"
"Caesium","Barium","5"
"Caesium","Beryllium","5"
"Caesium","Bismuth","3"
"Caesium","Boron","7"
"Caesium carbonate","Caesium bicarbonate","2"
"Caesium fluoride","Aluminium alloy","2"
"Caesium sulfate","Caesium bicarbonate","3"
"Caesium sulfate","Caesium carbonate","3"
"Caesium sulfate","Caesium hydroxide","2"
"Cai (surname)","Anatomical terms of location","2"
"Calcination","Aluminium chloride","3"
"Calcination","Aluminium oxide","3"
"Calcination","Ammonium metavanadate","2"
"Calcination","Ammonium phosphate","2"
"Calcination","Arsenic","2"
"Calcination","Boudouard reaction","2"
"Calcium acetate","Ammonium metavanadate","2"
"Calcium acetate","Basic copper carbonate","2"
"Calcium bicarbonate","Aqueous solution","6"
"Calcium carbide","Addition","2"
"Calcium carbide","Alpha","5"
"Calcium carbide","Aluminium alloy","2"
"Calcium carbide","Briquette","5"
"Calcium carbonate","Adsorption","2"
"Calcium carbonate","Agglomerate","5"
"Calcium carbonate","Alkali","6"
"Calcium carbonate","Alkali metal","8"
"Calcium carbonate","Alkalinity","2"
"Calcium carbonate","Aluminium alloy","2"
"Calcium carbonate","Aluminium hydroxide","3"
"Calcium carbonate","Aluminium oxide","7"
"Calcium carbonate","Ammonium carbonate","13"
"Calcium carbonate","Ammonium hydroxide","2"
"Calcium carbonate","Ammonium metavanadate","2"
"Calcium carbonate","Ammonium sulfate","36"
"Calcium carbonate","Aqueous solution","3"
"Calcium carbonate","Asphalt","2"
"Calcium carbonate","BA2","2"
"Calcium carbonate","BaSO4","6"
"Calcium carbonate","Ball mill","4"
"Calcium carbonate","Barium carbonate","11"
"Calcium carbonate","Barium chloride","2"
"Calcium carbonate","Barium fluoride","10"
"Calcium carbonate","Barium sulfate","2"
"Calcium carbonate","Basic copper carbonate","2"
"Calcium carbonate","Bentonite","2"
"Calcium carbonate","Beryllium sulfide","2"
"Calcium carbonate","Bicarbonate","12"
"Calcium carbonate","Blast furnace","3"
"Calcium carbonate","Boron","6"
"Calcium carbonate","Briquette","5"
"Calcium carbonate","Buffering agent","2"
"Calcium carbonate","Bulk cargo","4"
"Calcium carbonate","Bulk density","3"
"Calcium carbonate","CaF2","8"
"Calcium carbonate","Calcium","4"
"Calcium carbonate","Calcium acetate","2"
"Calcium carbonate","Calcium carbide","3"
"Calcium carbonate","Calcium-activated chloride channel","2"
"Calcium chloride","Afterlife","3"
"Calcium chloride","Alkaline earth metal","2"
"Calcium chloride","Aluminium chloride","3"
"Calcium chloride","Aluminium oxide","6"
"Calcium chloride","Aluminium sulfide","4"
"Calcium chloride","Ammonium chloride","14"
"Calcium chloride","Ammonium metavanadate","2"
"Calcium chloride","Aqueous solution","3"
"Calcium chloride","BA2","2"
"Calcium chloride","BaSO4","6"
"Calcium chloride","Bar (unit)","3"
"Calcium chloride","Barium carbonate","2"
"Calcium chloride","Barium chloride","2"
"Calcium chloride","Barium fluoride","2"
"Calcium chloride","Basic copper carbonate","2"
"Calcium chloride","Bicarbonate","6"
"Calcium chloride","CaF2","17"
"Calcium chloride","Calcium acetate","2"
"Calcium chloride","Calcium carbonate","7"
"Calcium cyanide","Aluminium alloy","2"
"Calcium cyanide","Calcium carbide","5"
"Calcium cyanide","Calcium carbonate","3"
"Calcium fluoride","12A","2"
"Calcium fluoride","Abrasion (mechanical)","3"
"Calcium fluoride","Afterlife","4"
"Calcium fluoride","Aluminium alloy","2"
"Calcium fluoride","Aluminium fluoride","3"
"Calcium fluoride","Aluminium oxide","8"
"Calcium fluoride","Ammonium fluoride","2"
"Calcium fluoride","Ammonium metavanadate","2"
"Calcium fluoride","Bar (unit)","3"
"Calcium fluoride","Barium carbonate","2"
"Calcium fluoride","Barium fluoride","8"
"Calcium fluoride","Basic copper carbonate","2"
"Calcium fluoride","Boron carbide","2"
"Calcium fluoride","Boron nitride","7"
"Calcium fluoride","Boron oxide","2"
"Calcium fluoride","Briquette","6"
"Calcium fluoride","CaF2","14"
"Calcium fluoride","Calcium acetate","2"
"Calcium fluoride","Calcium carbide","2"
"Calcium fluoride","Calcium carbonate","4"
"Calcium fluoride","Calcium chloride","65"
"Calcium formate","Ammonium metavanadate","2"
"Calcium formate","Basic copper carbonate","2"
"Calcium formate","Calcium acetate","2"
"Calcium formate","Calcium carbonate","2"
"Calcium formate","Calcium chloride","2"
"Calcium formate","Calcium fluoride","2"
"Calcium gluconate","Ammonium metavanadate","2"
"Calcium gluconate","Basic copper carbonate","2"
"Calcium gluconate","Calcium acetate","2"
"Calcium gluconate","Calcium carbonate","2"
"Calcium gluconate","Calcium chloride","2"
"Calcium gluconate","Calcium fluoride","2"
"Calcium gluconate","Calcium formate","2"
"Calcium hydroxide","Acetic acid","2"
"Calcium hydroxide","Adsorption","2"
"Calcium hydroxide","Agglomerate","2"
"Calcium hydroxide","Alkali","7"
"Calcium hydroxide","Ammonium hydroxide","7"
"Calcium hydroxide","Ammonium metavanadate","2"
"Calcium hydroxide","Ammonium persulfate","2"
"Calcium hydroxide","Ammonium phosphate","7"
"Calcium hydroxide","Aqueous solution","2"
"Calcium hydroxide","Asphalt","2"
"Calcium hydroxide","Basic copper carbonate","2"
"Calcium hydroxide","Bentonite","4"
"Calcium hydroxide","Bicarbonate","4"
"Calcium hydroxide","Boron","6"
"Calcium hydroxide","Brine","3"
"Calcium hydroxide","Calcination","2"
"Calcium hydroxide","Calcium acetate","2"
"Calcium hydroxide","Calcium carbide","3"
"Calcium hydroxide","Calcium carbonate","29"
"Calcium hydroxide","Calcium chloride","6"
"Calcium hydroxide","Calcium cyanide","3"
"Calcium hydroxide","Calcium fluoride","2"
"Calcium hydroxide","Calcium formate","2"
"Calcium hydroxide","Calcium gluconate","2"
"Calcium hypochlorite","Aluminium chloride","2"
"Calcium hypochlorite","Ammonium chloride","2"
"Calcium hypochlorite","Calcium chloride","2"
"Calcium monohydride","Ammonium fluoride","3"
"Calcium nitrate","Ammonium metavanadate","2"
"Calcium nitrate","Basic copper carbonate","2"
"Calcium nitrate","Calcium acetate","2"
"Calcium nitrate","Calcium carbonate","2"
"Calcium nitrate","Calcium chloride","4"
"Calcium nitrate","Calcium fluoride","2"
"Calcium nitrate","Calcium formate","2"
"Calcium nitrate","Calcium gluconate","2"
"Calcium nitrate","Calcium hydroxide","2"
"Calcium oxide","Accordance","4"
"Calcium oxide","Active surface","2"
"Calcium oxide","Addition","3"
"Calcium oxide","Adsorption","2"
"Calcium oxide","Afterlife","2"
"Calcium oxide","Agglomerate","6"
"Calcium oxide","Alkali metal","2"
"Calcium oxide","Alkali metal oxide","3"
"Calcium oxide","Alloy","4"
"Calcium oxide","Alloy steel","2"
"Calcium oxide","Aluminium alloy","2"
"Calcium oxide","Aluminium nitride","2"
"Calcium oxide","Aluminium oxide","123"
"Calcium oxide","Aluminium powder","2"
"Calcium oxide","Amorphous carbon","6"
"Calcium oxide","Anthracite","6"
"Calcium oxide","Applicant (sketch)","4"
"Calcium oxide","Argon","3"
"Calcium oxide","Asphalt","8"
"Calcium oxide","BA2","2"
"Calcium oxide","BaSO4","9"
"Calcium oxide","Bar (unit)","3"
"Calcium oxide","Barium","2"
"Calcium oxide","Barium carbonate","3"
"Calcium oxide","Barium chloride","3"
"Calcium oxide","Barium fluoride","5"
"Calcium oxide","Barium peroxide","2"
"Calcium oxide","Bentonite","9"
"Calcium oxide","Bicarbonate","14"
"Calcium oxide","Bo","3"
"Calcium oxide","Borax","2"
"Calcium oxide","Boron","7"
"Calcium oxide","Boron nitride","2"
"Calcium oxide","Boron oxide","3"
"Calcium oxide","Boron trioxide","2"
"Calcium oxide","Briquette","8"
"Calcium oxide","Brucite","2"
"Calcium oxide","CaF2","24"
"Calcium oxide","Calcium carbide","9"
"Calcium oxide","Calcium carbonate","39"
"Calcium oxide","Calcium chloride","58"
"Calcium oxide","Calcium cyanide","5"
"Calcium oxide","Calcium fluoride","70"
"Calcium oxide","Calcium hydroxide","34"
"Calcium phosphate","Ammonium metavanadate","2"
"Calcium phosphate","Basic copper carbonate","2"
"Calcium phosphate","Calcium acetate","2"
"Calcium phosphate","Calcium carbonate","2"
"Calcium phosphate","Calcium chloride","2"
"Calcium phosphate","Calcium fluoride","2"
"Calcium phosphate","Calcium formate","2"
"Calcium phosphate","Calcium gluconate","2"
"Calcium phosphate","Calcium hydroxide","2"
"Calcium phosphate","Calcium nitrate","2"
"Calcium phosphide","Calcium fluoride","2"
"Calcium selenide","Atomic ratio","3"
"Calcium silicate","Ammonium metavanadate","2"
"Calcium silicate","Basic copper carbonate","2"
"Calcium silicate","Calcium acetate","2"
"Calcium silicate","Calcium carbonate","2"
"Calcium silicate","Calcium chloride","2"
"Calcium silicate","Calcium fluoride","2"
"Calcium silicate","Calcium formate","2"
"Calcium silicate","Calcium gluconate","2"
"Calcium silicate","Calcium hydroxide","2"
"Calcium silicate","Calcium nitrate","2"
"Calcium silicate","Calcium phosphate","2"
"Calcium silicide","Aluminium oxide","2"
"Calcium stearate","Ammonium metavanadate","2"
"Calcium stearate","Basic copper carbonate","2"
"Calcium stearate","Briquette","3"
"Calcium stearate","Calcium acetate","2"
"Calcium stearate","Calcium carbonate","2"
"Calcium stearate","Calcium chloride","2"
"Calcium stearate","Calcium fluoride","2"
"Calcium stearate","Calcium formate","2"
"Calcium stearate","Calcium gluconate","2"
"Calcium stearate","Calcium hydroxide","2"
"Calcium stearate","Calcium nitrate","2"
"Calcium stearate","Calcium phosphate","2"
"Calcium stearate","Calcium silicate","2"
"Calcium sulfate","Acid dissociation constant","3"
"Calcium sulfate","Acid strength","6"
"Calcium sulfate","Agglomerate","4"
"Calcium sulfate","Alkali metal","6"
"Calcium sulfate","Aluminium sulfate","3"
"Calcium sulfate","Ammonia","3"
"Calcium sulfate","Ammonium carbonate","6"
"Calcium sulfate","Ammonium hydroxide","3"
"Calcium sulfate","Ammonium metavanadate","2"
"Calcium sulfate","Ammonium sulfate","7"
"Calcium sulfate","Anhydrite","6"
"Calcium sulfate","Autoclave","4"
"Calcium sulfate","BA2","2"
"Calcium sulfate","BaSO4","6"
"Calcium sulfate","Barium carbonate","2"
"Calcium sulfate","Barium chloride","2"
"Calcium sulfate","Barium fluoride","2"
"Calcium sulfate","Basic copper carbonate","2"
"Calcium sulfate","Bicarbonate","6"
"Calcium sulfate","By-product","2"
"Calcium sulfate","CaF2","6"
"Calcium sulfate","Calcium acetate","2"
"Calcium sulfate","Calcium carbonate","10"
"Calcium sulfate","Calcium chloride","7"
"Calcium sulfate","Calcium fluoride","2"
"Calcium sulfate","Calcium formate","2"
"Calcium sulfate","Calcium gluconate","2"
"Calcium sulfate","Calcium hydroxide","2"
"Calcium sulfate","Calcium nitrate","2"
"Calcium sulfate","Calcium oxide","8"
"Calcium sulfate","Calcium phosphate","2"
"Calcium sulfate","Calcium silicate","2"
"Calcium sulfate","Calcium stearate","2"
"Calcium sulfide","Accordance","2"
"Calcium sulfide","Alkaline earth metal","2"
"Calcium sulfide","Belt filter","2"
